番号,店名,町名,住所,au PAY,d払い,PayPay,楽天ペイ,ジャンル
1220,Furutoshi,銀座,中央区銀座４－９－２ソラリア西鉄ホテル銀座２Ｆ,,●,●,,グルメ
1221,クロスロボス銀座店,銀座,中央区銀座４－９－６,,,●,,グルメ
1222,百人一趣,銀座,中央区銀座５－１,,,●,●,ショッピング
1223,ジェットジュエリーＲＡＨＡ,銀座,中央区銀座５－１,,,●,,ショッピング
1224,古美術 萬里絵,銀座,中央区銀座５－１,,,●,,ショッピング
1225,マルタガラスジャパン,銀座,中央区銀座５-１,●,●,,,ショッピング
1226,サンドリー,銀座,中央区銀座５-１・銀座ファイブ,●,,,●,その他
1227,ＰＯＲＴＥＲＣＬＡＳＳＩＣ銀座,銀座,中央区銀座５-１・銀座ファイブ２Ｆ,●,,,●,ファッション
1228,トラットリアラグロッタ,銀座,中央区銀座５-１０-１・プリンスビルＢ１Ｆ,●,,,●,グルメ
1229,BANDE,銀座,中央区銀座５－１０－１０オリジナル第一ビル５Ｆ,●,,●,●,美容院・サロン
1230,Tugai,銀座,中央区銀座５－１０－１０銀座ビル１Ｆ,,,●,,ショッピング
1231,煎茶堂東京銀座店,銀座,中央区銀座５－１０－１０銀座マルシマビル１Ｆ,,●,,,ショッピング
1232,Jan東京店（ＪＡＮ２）,銀座,中央区銀座５－１０－１０銀座マルシマビル３Ｆ,,,●,,グルメ
1233,ＧＩＮＺＡＣＬＵＢ舞,銀座,中央区銀座５-１０-１０銀座マルシマビル３Ｆ,●,,,●,グルメ
1234,Printaniere 春,銀座,中央区銀座５－１０－１０銀座マルシマビル６Ｆ　Ａ,,,●,,グルメ
1235,能登金沢の幸　銀座　ふる田,銀座,中央区銀座５－１０－１１川島ビル１Ｆ,,,●,,グルメ
1236,ネイルサロンＡｍｉｅ,銀座,中央区銀座５－１０－１１川島ビル７Ｆ,,,,●,美容院・サロン
1237,株式会社グローバルスポーツ医学研究所,銀座,中央区銀座５－１０－１２,●,,,●,その他
1238,グローバル治療院　銀座本店,銀座,中央区銀座５－１０－１２ＧＳ銀座５丁目ビル,●,●,,,美容院・サロン
1239,Gi Deli,銀座,中央区銀座５－１０−１２東洋ライスビル１Ｆ,,,●,,グルメ
1240,焼肉割烹 松阪 銀座店,銀座,中央区銀座５－１０－１３東洋ライスビルＢ１Ｆ,,,●,,グルメ
1241,染谷家具銀座店,銀座,中央区銀座５－１０－１プリンスビル３Ｆ,,,●,,ショッピング
1242,Torattoria La Grotta銀座店,銀座,中央区銀座５－１０－１プリンスビルＢ１Ｆ,●,,●,,グルメ
1243,Euphoria銀座本店,銀座,中央区銀座５－１０－２ミスパリ本社ビル７Ｆ,,,●,,美容院・サロン
1244,スカイゴルフスクール,銀座,中央区銀座５－１０－６御幸ビル３Ｆ,,,●,,その他
1245,千の手 銀座店,銀座,中央区銀座５－１０－６御幸ビル５Ｆ,●,●,●,●,美容院・サロン
1246,EBMVS28スキンケアスタジオ BALI IN 銀座,銀座,中央区銀座５－１０－６御幸ビル６Ｆ,,,●,,美容院・サロン
1247,ＳＥＲＩＮ銀座本店,銀座,中央区銀座５-１０-６第一銀座ビル４Ｆ,●,,,●,美容院・サロン
1248,銀座リベルタンゴ,銀座,中央区銀座５－１０－６第一銀座ビル７Ｆ,,,●,,その他
1249,SARAY銀座店,銀座,中央区銀座５－１０－６第一銀座ビルＢ１Ｆ,●,●,●,,グルメ
1250,トラットリア　リアナ,銀座,中央区銀座５－１０－６第一御幸ビルＢ１Ｆ,,,●,,グルメ
1251,Le Clic GINZA,銀座,中央区銀座５－１０－９銀座ＹＫビル２Ｆ銀座ＹＫビル,●,,●,●,美容院・サロン
1252,全力ストレッチ銀座5店,銀座,中央区銀座５－１０－９銀座ＹＫビル７Ｆ,,,●,,美容院・サロン
1253,銀座泰江内科クリニック,銀座,中央区銀座５－１－１５第一御幸ビル４Ｆ東,,,●,●,病院・クリニック
1254,salon de actress銀座店,銀座,中央区銀座５－１－１６西銀座ビル５Ｆ,,,●,,美容院・サロン
1255,KAMPO煎専堂 銀座店,銀座,中央区銀座５－１２－１３銀座伊藤ビル１１Ｆ,●,●,●,,ドラッグストア・薬局
1256,ブロスダイニングSHARI,銀座,中央区銀座５－１３－１５,●,●,●,,グルメ
1257,Salon de Julliet,銀座,中央区銀座５－１３－１６ヒュ－リック銀座イ－ストビル１Ｆ,●,●,●,,グルメ
1258,コスメディカル　シンシア,銀座,中央区銀座５－１３－１９－４Ｆ,,,,●,美容院・サロン
1259,鮨 やまけん銀座店,銀座,中央区銀座５－１３－１９デュ－プレックスタワ－銀座５／１３　９Ｆ,●,●,●,,グルメ
1260,焼肉の名門  天壇銀座店,銀座,中央区銀座５－１３−１９デュ－プレックス銀座タワ－５／１３　１０Ｆ,,,●,,グルメ
1261,ハイボール横丁東銀座店,銀座,中央区銀座５－１３－１９デュ－プレックス銀座タワ－５／１３　３Ｆ,,,,●,その他
1262,Beauty and Care CALON 銀座,銀座,中央区銀座５－１３－１９デュ－プレックス銀座タワ－５／１３　５Ｆ,,●,●,,美容院・サロン
1263,ちゃんこ玉海力銀座店,銀座,中央区銀座５－１３－１９デュ－プレックス銀座タワ－８Ｆ,,,,●,グルメ
1264,ほぐし屋らーく銀座2号店,銀座,中央区銀座５－１３－２銀座長岡ビル４Ｆ,,,●,,美容院・サロン
1265,SPILA TEA TOKYO,銀座,中央区銀座５－１３−２長岡ビル１Ｆ,●,,●,,グルメ
1266,ｓｕｚｅ,銀座,中央区銀座５－１３－２長岡ビル２Ｆ,,,,●,美容院・サロン
1267,エステサロン　Ｍｅｄｅｓｔｈ　銀座,銀座,中央区銀座５－１４－１４サンリット銀座ビル２　８Ｆ,●,●,,,美容院・サロン
1268,銀座壮石,銀座,中央区銀座５－１４－１４サンリット銀座ビルⅡ２Ｆ,,,●,,グルメ
1269,Medesth銀座,銀座,中央区銀座５－１４－１４サンリット銀座ビルⅡ８Ｆ,●,,●,,ショッピング
1270,銀座 ごち惣家,銀座,中央区銀座５－１４－１４サンリット銀座ビルⅡＢ１０１,,,●,,グルメ
1271,コイノニアヘアスタジオ,銀座,中央区銀座５-１４-１５-３０１,●,,,●,美容院・サロン
1272,銀座メディック,銀座,中央区銀座５－１４－１５サンリット銀座ビル９Ｆ,,,●,,美容院・サロン
1273,ルシーダギンザエストプラス,銀座,中央区銀座５－１４－１６－４Ｆ,,,,●,美容院・サロン
1274,呑処 ひろし いざまる,銀座,中央区銀座５－１４－１６アビタシオンビルＢ１Ｆ,,,●,,グルメ
1275,luluflor銀座店,銀座,中央区銀座５－１４－１６銀座アビタシオン４０６,,,●,,美容院・サロン
1276,呑処ひろし　いざまる,銀座,中央区銀座５－１４－１６銀座アビタシオンＢ１Ｆ,●,●,,,グルメ
1277,銀座ACE,銀座,中央区銀座５－１４－１６銀座アビタシオンビル４０５,,,●,,美容院・サロン
1278,サッポロライオン留萌マルシェ　銀座店,銀座,中央区銀座５－１４－１７,,●,,,グルメ
1279,グラン・イーノ銀座5丁目店,銀座,中央区銀座５－１４－１７ＵＳＢ８Ｆ,,,●,,美容院・サロン
1280,エムズボディー,銀座,中央区銀座５－１４－１７銀座ＵＳＢ９０２,,●,,,エンタメ
1281,株式会社千雅銀座支店,銀座,中央区銀座５－１４－１銀座クイントビル９Ｆ,,,●,,ショッピング
1282,銀座　鮨正,銀座,中央区銀座５－１４－５光澤堂ＧＩＮＺＡビルＢ１Ｆ,●,●,,,グルメ
1283,銀座ユニーク株式会社,銀座,中央区銀座５－１４－６橋ビル２２Ｆ,,●,,,その他
1284,銀座伴助銀座本店,銀座,中央区銀座５－１４－８ワカホビル１Ｆ,●,●,●,,グルメ
1285,銀座アジュール,銀座,中央区銀座５－１４－９石和田ビル２Ｆ,,,●,,グルメ
1286,銀座東京クリニック(GinzaTokyoClinic),銀座,中央区銀座５－１４－９石和田ビル５Ｆ,,,●,,病院・クリニック
1287,いわて銀河プラザ,銀座,中央区銀座５－１５－１,,,,●,ショッピング
1288,ＫＯＫＯＩＳＴＥｘｅｃｕｔｉｖｅＳａｌ,銀座,中央区銀座５－１５－１８,●,●,,●,美容院・サロン
1289,東方一角銀座本店,銀座,中央区銀座５－１５－１８銀座東新ビル１Ｆ,●,●,●,,グルメ
1290,日進商事,銀座,中央区銀座５－１５－１８銀座東新ビル１Ｆ,●,,●,,ショッピング
1291,MKグループたんす屋東銀座店,銀座,中央区銀座５－１５－１９銀座三真ビル１Ｆ,,,●,,ショッピング
1292,ＳＨＥＬＬ‐ＷＯＲＫ,銀座,中央区銀座５－１５－１ＳＰ‐３５３,,,,●,ドラッグストア・薬局
1293,ひょうたん島苫屋相原ショップ,銀座,中央区銀座５－１５－１南海東京ビル１Ｆ,●,●,●,,ショッピング
1294,ストックプラス,銀座,中央区銀座５－１５－１南海東京ビル１Ｆ,,●,,●,その他
1295,メディキューブ,銀座,中央区銀座５-１５-１南海東京ビル９Ｆ,●,,,●,美容院・サロン
1296,南海デンタルクリニック,銀座,中央区銀座５－１５－１南海東京ビルＢ２F,,,●,,病院・クリニック
1297,銀座柳画廊,銀座,中央区銀座５－１－７数寄屋橋ビル３Ｆ,,●,,,ショッピング
1298,レ・コパン　ドゥ　ドミニクブシェ,銀座,中央区銀座５－１－８銀座ＭＳビルＢ１Ｆ,,,,●,グルメ
1299,カンのベトナムキッチン銀座９９９,銀座,中央区銀座５－１ＧＩＮＺＡ５Ｂ１Ｆ,,●,,,グルメ
1300,BAL PINOLO銀座店,銀座,中央区銀座５－１銀座ＦＩＶＥビルＢ１Ｆ,,,●,,グルメ
1301,ベルパーチ 銀座店,銀座,中央区銀座５－１銀座ファイブ,●,,●,,ショッピング
1302,Mine Acce,銀座,中央区銀座５－１銀座ファイブ,,,●,,ショッピング
1303,ピエール・ラニエ銀座店,銀座,中央区銀座５－１銀座ファイブ１Ｆ,●,,●,,ショッピング
1304,古美術 太田,銀座,中央区銀座５－１銀座ファイブ２Ｆ,,●,●,,ショッピング
1305,顔ジム FaceBar銀座,銀座,中央区銀座５－１銀座ファイブ２Ｆ,,,●,,エンタメ
1306,アンティークマリコ銀座,銀座,中央区銀座５－１銀座ファイブ２Ｆ,,,●,,ショッピング
1307,RUBURE　銀座ファイブ店,銀座,中央区銀座５－１銀座ファイブ２Ｆ,,,●,,美容院・サロン
1308,アンティーク　ティアドロップ,銀座,中央区銀座５－１銀座ファイブ２Ｆ,,●,,,ショッピング
1309,そば 俺のだし GINZA5,銀座,中央区銀座５－１銀座ファイブＢ１Ｆ,●,●,●,●,グルメ
1310,はなまるうどん銀座ファイブ店,銀座,中央区銀座５－１銀座フアイブＢ１Ｆ,●,●,,,グルメ
1311,ちけっとサンドリー,銀座,中央区銀座５－１－先,,,●,,その他
1312,マメールラメールGINZA5店,銀座,中央区銀座５－１－先,●,,●,,ショッピング
1313,株式会社ライツフォル銀座ファイブ店,銀座,中央区銀座５－１先銀座ファイブ１Ｆ,,,●,,ショッピング
1314,香家銀座ファイブ店,銀座,中央区銀座５－１－先銀座ファイブＢ１Ｆ,,,●,,グルメ
1315,ファミリーカット１０００銀座店,銀座,中央区銀座５－１－先東京高速道路南数寄屋ビル銀座ファイブＢ１Ｂ０２・０２Ａ,,,●,,美容院・サロン
1316,東京ひざ関節症クリニック　銀座院,銀座,中央区銀座５－３－１２壱－館ビル７Ｆ,,●,●,,病院・クリニック
1317,銀座熊本館1F,銀座,中央区銀座５－３－１６銀座熊本館１Ｆ,,,●,,ショッピング
1318,GEN GEN AN 幻　GINZA SONY PARK,銀座,中央区銀座５－３－１ＧＩＮＺＡＳＯＮＹＰＡＲＫ　Ｂ１Ｆ,,,●,,グルメ
1319,Seafool,銀座,中央区銀座５－３－１ＧｉｎｚａＳｏｎｙＰａｒｋ　Ｂ４Ｆ,,,●,,グルメ
1320,ＧＥＮＧＥＮＡＮ幻,銀座,中央区銀座５-３-１ＧＩＮＺＡＳＯＮＹＰＡＲＫＢ１Ｆ,●,,,●,ショッピング
1321,ＧＩＮＺＡＡＩＭＹ,銀座,中央区銀座５-３-９鈴木ビル４Ｆ,●,,,●,美容院・サロン
1322,銀座米料亭　八代目儀兵衛,銀座,中央区銀座５－４－１５,,,●,,グルメ
1323,BAR DINING MAGURO,銀座,中央区銀座５－４－１５　３Ｆ,,,●,,グルメ
1324,銀座海人,銀座,中央区銀座５-４-１５-４Ｆ,●,,,●,グルメ
1325,ＢＡＲ　ＨＩＧＨ　ＦＩＶＥ,銀座,中央区銀座５－４－１５銀座エフロ－レビル５,●,,,●,グルメ
1326,鮨 青海 銀座店,銀座,中央区銀座５－４－１５銀座エフロ－レビル５　４Ｆ,,,●,,グルメ
1327,ギャラリー ボヤージュ,銀座,中央区銀座５－４－１５銀座エフロ－レビル５Ｆ,,,●,,ショッピング
1328,SEABIRD COLONY銀座本店,銀座,中央区銀座５－４－１５西五ビル３Ｆ,●,●,●,●,グルメ
1329,牡蠣Bar銀座店,銀座,中央区銀座５－４－１５西五ビル３Ｆ,●,●,●,●,グルメ
1330,兼坂TOKYO CRAFT LAND 銀座,銀座,中央区銀座５－４－１５西五ビル５Ｆ,,,●,,グルメ
1331,白桜,銀座,中央区銀座５－４－１５西五ビル５Ｆ,●,,●,●,グルメ
1332,盡,銀座,中央区銀座５-４-１５西五ビル６Ｆ,●,,,●,グルメ
1333,ビストロヴォージュ,銀座,中央区銀座５-４-１５西五ビル７０２,●,,,●,グルメ
1334,ｓｅａｂｉｒｄ　ｃｏｌｏｎｙ,銀座,中央区銀座５－４－１５西伍ビル３Ｆ,●,●,,●,グルメ
1335,ＣＡＶＥ　ｄｅ　ＣＩＮＱ,銀座,中央区銀座５－４－３対鶴館B１Ｆ,,,,●,ショッピング
1336,TAYA & CO. 銀座本店,銀座,中央区銀座５－４－３対鶴館ビル７Ｆ,,,,●,美容院・サロン
1337,癒しネイルnaturel(ナチュレル),銀座,中央区銀座５−４−３対鶴館ビル７Ｆ,,,●,,美容院・サロン
1338,ギンザナミキサロン,銀座,中央区銀座５-４-５,●,●,,●,美容院・サロン
1339,銀座小顔ラボ,銀座,中央区銀座５－４－５,●,●,,,美容院・サロン
1340,銀座　みやこんじょ,銀座,中央区銀座５－４－５与板屋ビル４Ｆ,,,,●,グルメ
1341,鮨吉扇,銀座,中央区銀座５-４-５与板屋ビルＢ１,●,,,●,グルメ
1342,平城苑BLT STEAK GINZA,銀座,中央区銀座５－４－６ロイヤルクリスタル銀座８Ｆ,,,●,,グルメ
1343,銀座サンボア,銀座,中央区銀座５－４－７,●,●,,●,グルメ
1344,myla GINZA,銀座,中央区銀座５－４－７ヒュ－リック銀座五丁目並木通ビル６Ｆ,,,●,,美容院・サロン
1345,岡部クリニック,銀座,中央区銀座５－４－７銀座サワモトビル４Ｆ,●,●,,,病院・クリニック
1346,オーダーメイド FUKUYA ASARI銀座ショールーム,銀座,中央区銀座５－４－７銀座サワモトビル７Ｆ,,,●,,その他
1347,SAMBOA BAR銀座店,銀座,中央区銀座５－４－７銀座サワモトビルＢ１Ｆ,●,●,●,●,グルメ
1348,オステリアマラテスタ,銀座,中央区銀座５-４-８銀座カリオカビル３Ｆ,●,,,●,グルメ
1349,PEEK-A-BOO銀座並木通り,銀座,中央区銀座５－４－９ニュ－ギンザ５ビル４Ｆ,●,,●,,美容院・サロン
1350,パティスリー銀座千疋屋,銀座,中央区銀座５-５-１,●,,,●,ショッピング
